song_id,tempo_bpm,onset_strength_mean,onset_strength_std,beat_interval_mean,beat_interval_std,beat_interval_cv,bpm_first_peak,bpm_first_weight,bpm_first_spread,bpm_second_peak,bpm_second_weight,bpm_second_spread,bpm_peak_ratio,bpm_histogram_entropy,rhythm_transform_mean,rhythm_transform_std,rhythm_transform_max,rhythm_transform_entropy,beats_loudness_mean,beats_loudness_std,beats_low_ratio,beats_mid_ratio,beats_high_ratio,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,spectral_centroid_mean,spectral_centroid_std,spectral_contrast_mean,inharmonicity_mean,inharmonicity_std,chroma_entropy,major_alignment,minor_alignment,hpcp_0,hpcp_1,hpcp_2,hpcp_3,hpcp_4,hpcp_5,hpcp_6,hpcp_7,hpcp_8,hpcp_9,hpcp_10,hpcp_11,hpcp_entropy,hpcp_std,hpcp_max,hpcp_temporal_std,key_strength,is_minor,key_cos,key_sin
MT0000010844,126.04801829268293,1.090520977973938,0.9924440383911133,0.4663023352622986,0.015185695141553879,0.03256620006634067,129.0,0.49180328845977783,0.4444444179534912,123.0,0.04918032884597778,0.0,0.1,1.9641536474227905,7.118834218999837e-06,1.3494442100636661e-05,9.645786485634744e-05,9.165908813476562,0.0,0.0,0.0,0.0,0.0,-202.80508422851562,188.25575256347656,-72.05291748046875,52.92509841918945,8.324753761291504,2076.078125,660.588623046875,24.080915451049805,0.1685386300086975,0.09437927603721619,3.5730427730355494,0.5751947589412331,0.5730916116968444,0.10351640731096268,0.07045237720012665,0.07632119208574295,0.06238832697272301,0.07626120001077652,0.09633741527795792,0.07508666068315506,0.05200614407658577,0.0633927509188652,0.09345439076423645,0.15599212050437927,0.07479090243577957,3.5217716693878174,0.02611193060874939,0.15599212050437927,0.1130947694182396,0.6552340388298035,0.0,-0.8660254037844386,-0.5000000000000001
MT0000011975,101.33272058823529,1.0057843923568726,0.4997827708721161,0.5899763703346252,0.006907914765179157,0.01170879905115708,101.0,0.6734693646430969,0.3265306353569031,0.0,0.0,0.0,0.0,1.1948992013931274,0.0029572686180472374,0.006971040740609169,0.10905981808900833,9.063477516174316,0.0,0.0,0.0,0.0,0.0,-62.41162109375,172.22955322265625,-78.28694915771484,65.66511535644531,-4.409086227416992,2338.8896484375,465.5418701171875,20.470714569091797,0.1551366001367569,0.09140355885028839,3.5830716055795246,0.5830866526197815,0.5843207191425643,0.08344566822052002,0.06568262726068497,0.05896501615643501,0.11353898048400879,0.12898382544517517,0.10088586807250977,0.07081028819084167,0.05357877537608147,0.09609360992908478,0.06587345898151398,0.06868033856153488,0.09346168488264084,3.5340733528137207,0.022429408505558968,0.12898382544517517,0.09696043282747269,0.5653102993965149,1.0,-0.8660254037844387,0.49999999999999994
MT0000022993,73.828125,0.9480305910110474,0.7557509541511536,0.8203278183937073,0.007821725681424141,0.009534878015888752,73.0,0.971428632736206,0.028571486473083496,0.0,0.0,0.0,0.0,1.474447250366211,4.084378088009544e-05,8.158907439792529e-05,0.0010151766473427415,9.198524475097656,0.0,0.0,0.0,0.0,0.0,-199.3324737548828,198.83404541015625,-41.63219451904297,46.594661712646484,14.41118049621582,1410.7769775390625,457.8265380859375,23.67680549621582,0.1838136464357376,0.08663121610879898,3.577375377273518,0.5866754647113148,0.5723038832099075,0.10984063148498535,0.047256916761398315,0.10193382203578949,0.024531137198209763,0.07654058933258057,0.04451946169137955,0.059024106711149216,0.22454486787319183,0.05364858731627464,0.0984538123011589,0.0745331346988678,0.0851730927824974,3.3711588382720947,0.0492296926677227,0.22454486787319183,0.10137603431940079,0.8573755025863647,0.0,-0.49999999999999983,0.8660254037844387
MT0000027476,99.38401442307692,0.7066096663475037,0.6294779181480408,0.6080725193023682,0.016525546088814735,0.027176932954928186,99.0,0.4583333134651184,0.4883720874786377,94.0,0.0833333358168602,0.0,0.1818181951183924,2.4006896018981934,0.00018544596969150007,0.0004895871388725936,0.006964019034057856,8.814081192016602,0.0,0.0,0.0,0.0,0.0,-245.45252990722656,209.2909698486328,2.3587868213653564,26.31521224975586,50.2900505065918,758.7901611328125,388.9312744140625,25.07613754272461,0.21017399430274963,0.09842169284820557,3.579553687291252,0.5886185294798515,0.5952602190541989,0.09015969932079315,0.02465294674038887,0.12086357921361923,0.10438545048236847,0.09374871850013733,0.19470757246017456,0.018253648653626442,0.09007403999567032,0.04685482010245323,0.09886860102415085,0.08393432199954987,0.033496592193841934,3.352562665939331,0.046718381345272064,0.19470757246017456,0.10328946262598038,0.8760786056518555,0.0,-0.8660254037844386,-0.5000000000000001
MT0000031210,172.265625,0.8692873120307922,0.5807804465293884,0.5033754110336304,0.010844305157661438,0.021543176166260797,117.0,0.4285714328289032,0.47826087474823,123.0,0.125,0.2222222089767456,0.2916666637692187,1.8764774799346924,1.4333743820316158e-05,3.545818253769539e-05,0.0004553578910417855,8.965459823608398,0.0,0.0,0.0,0.0,0.0,-304.4772033691406,217.61260986328125,8.488212585449219,-5.129027366638184,29.67333984375,808.235595703125,307.26483154296875,24.449504852294922,0.23102383315563202,0.0927010327577591,3.5478102325895775,0.608667409763312,0.5833705316077569,0.15208888053894043,0.057885270565748215,0.025640640407800674,0.08510036021471024,0.02222975343465805,0.17028765380382538,0.04241287335753441,0.16409191489219666,0.12477671355009079,0.02053092233836651,0.1068243458867073,0.028130613267421722,3.2467715740203857,0.05587075278162956,0.17028765380382538,0.13709399104118347,0.7953338027000427,1.0,0.5000000000000001,0.8660254037844386
MT0000038502,147.65625,1.0518888235092163,0.43671050667762756,0.39489611983299255,0.0265499297529459,0.06723269340852035,161.0,0.21621622145175934,0.20000004768371582,144.0,0.1756756752729416,0.59375,0.812499978463166,3.023249626159668,0.0016887488309293985,0.0021339100785553455,0.013550283387303352,9.694385528564453,0.0,0.0,0.0,0.0,0.0,-70.9369888305664,163.1654052734375,-101.43496704101562,65.4399185180664,-7.454647541046143,2860.289794921875,418.056396484375,21.294715881347656,0.13977140188217163,0.07439488172531128,3.5823823419653347,0.5835704619403829,0.592818112814294,0.0892377570271492,0.07538343966007233,0.07375248521566391,0.07868821173906326,0.08144035935401917,0.1014457568526268,0.08730722218751907,0.08302108943462372,0.08126766979694366,0.07114522904157639,0.0897340178489685,0.08757694065570831,3.5783743858337402,0.008014357648789883,0.1014457568526268,0.10162989050149918,0.4482428729534149,0.0,1.0,0.0
MT0000040632,99.38401442307692,1.1327117681503296,1.0525981187820435,0.5932935476303101,0.015777302905917168,0.02659274311836649,99.0,0.5102040767669678,0.4318181872367859,105.0,0.040816325694322586,0.3333333730697632,0.07999999912381171,2.003450393676758,0.00021059616119600832,0.0004705565806943923,0.007443457376211882,9.075128555297852,0.0,0.0,0.0,0.0,0.0,-159.1894073486328,165.51419067382812,-29.04578399658203,67.00550079345703,-11.683491706848145,2066.233642578125,723.875244140625,23.769439697265625,0.16498428583145142,0.09743108600378036,3.5804728197358213,0.5685878411010045,0.5760293025516107,0.08683495223522186,0.05062307044863701,0.13894370198249817,0.02506428025662899,0.1904536783695221,0.020420078188180923,0.11238589137792587,0.07985692471265793,0.019255997613072395,0.12132839858531952,0.025235343724489212,0.12959757447242737,3.2637839317321777,0.053947728127241135,0.1904536783695221,0.10083479434251785,0.8452203869819641,1.0,0.8660254037844387,0.49999999999999994
MT0000040773,117.45383522727273,1.0114622116088867,0.8300582766532898,0.5134868621826172,0.01583506353199482,0.030838303174275206,117.0,0.38596490025520325,0.5319149494171143,110.0,0.07017543911933899,0.4285714030265808,0.18181818883773732,2.250098705291748,4.6750096771575045e-06,1.1684855962812435e-05,0.00014858039503451437,8.966525077819824,0.0,0.0,0.0,0.0,0.0,-258.08306884765625,227.18276977539062,-60.140708923339844,-11.014148712158203,30.978052139282227,1458.233154296875,346.3691711425781,24.672210693359375,0.22397181391716003,0.0825285017490387,3.561156674068622,0.5860727691944749,0.5499743744499529,0.13317519426345825,0.04544250667095184,0.08731956034898758,0.03350948169827461,0.0701318234205246,0.06938062608242035,0.06450453400611877,0.1739717423915863,0.04108423739671707,0.096904456615448,0.06242397800087929,0.12215171754360199,3.427137851715088,0.04007312282919884,0.1739717423915863,0.12044274806976318,0.8455643057823181,0.0,-1.8369701987210297e-16,-1.0
MT0000043184,64.599609375,0.8541240096092224,0.9735238552093506,0.9365381598472595,0.01595623604953289,0.01703746492522547,65.0,0.6666666865348816,0.3333333134651184,0.0,0.0,0.0,0.0,1.861615777015686,5.097967368783429e-05,0.00043302474659867585,0.008679221384227276,5.003104209899902,0.0,0.0,0.0,0.0,0.0,-311.73974609375,157.10104370117188,-0.41416260600090027,33.183998107910156,25.0291690826416,1279.0859375,794.0935668945312,25.099653244018555,0.11777632683515549,0.09131553769111633,3.5770943510058766,0.5884518536659222,0.5639000852102787,0.29900041222572327,0.012137167155742645,0.1054222509264946,0.029538718983530998,0.09652373939752579,0.11773321032524109,0.030909331515431404,0.17800933122634888,0.012440887279808521,0.06120742857456207,0.018610985949635506,0.03846650570631027,2.990709066390991,0.08152169734239578,0.29900041222572327,0.10257831960916519,0.9029340147972107,0.0,-1.8369701987210297e-16,-1.0
MT0000044741,67.99958881578948,0.9885638356208801,0.765755832195282,0.8943310379981995,0.0162862166762352,0.01821050146340553,67.0,0.90625,0.06451612710952759,62.0,0.03125,0.0,0.034482758620689655,1.880542516708374,3.3514028473291546e-05,0.00010834889690158889,0.0017975146183744073,8.102657318115234,0.0,0.0,0.0,0.0,0.0,-181.26011657714844,151.7634735107422,-52.43739318847656,51.017086029052734,-6.684252738952637,2482.546630859375,540.558837890625,24.022260665893555,0.1799195408821106,0.08424539864063263,3.5616626942995007,0.6164463420947063,0.5548483133808749,0.1074581891298294,0.03715171664953232,0.0968480035662651,0.09932699054479599,0.05893899127840996,0.11662756651639938,0.04139394313097,0.1118893101811409,0.09183861315250397,0.10078006237745285,0.07289256900548935,0.0648539736866951,3.5068202018737793,0.026233509182929993,0.11662756651639938,0.11639105528593063,0.7711532711982727,1.0,-1.8369701987210297e-16,-1.0
MT0000054705,172.265625,1.0262808799743652,1.0212204456329346,0.35291534662246704,0.007417616900056601,0.021018119418852118,172.0,0.5662650465965271,0.0,167.0,0.3734939694404602,0.0,0.6595744725642242,1.3220195770263672,7.987603112269426e-07,3.2589464353804942e-06,6.0961410781601444e-05,7.720338821411133,0.0,0.0,0.0,0.0,0.0,-376.49359130859375,166.4610595703125,15.580578804016113,45.663330078125,-0.8742690682411194,1225.7423095703125,582.4099731445312,22.60236167907715,0.15528269112110138,0.11140839010477066,3.5710039469427466,0.5711469298079433,0.6048582062420579,0.048191171139478683,0.14844408631324768,0.053680237382650375,0.11351901292800903,0.04531564936041832,0.10656550526618958,0.1210751160979271,0.025230245664715767,0.08725304901599884,0.05284735560417175,0.12545256316661835,0.0724261924624443,3.432643175125122,0.03751455992460251,0.14844408631324768,0.13830585777759552,0.8833903670310974,1.0,1.0,0.0
MT0000059269,56.79086538461539,0.738412618637085,0.3603028953075409,0.6063794493675232,0.016629699617624283,0.02742457653366995,98.0,0.625,0.25,103.0,0.1041666641831398,0.2857142686843872,0.1666666626930237,2.4430484771728516,2.8403359465301037e-05,7.297471165657043e-05,0.0008120533893816173,8.647985458374023,0.0,0.0,0.0,0.0,0.0,-276.96051025390625,190.39698791503906,6.614649772644043,-20.207290649414062,14.665839195251465,867.4688110351562,177.85397338867188,26.195541381835938,0.22891445457935333,0.09808167815208435,3.5671024274777032,0.5812427783659371,0.578915286868432,0.08790281414985657,0.1373138129711151,0.07037237286567688,0.08231330662965775,0.06800232827663422,0.06282255798578262,0.05514638125896454,0.06617829948663712,0.10808761417865753,0.09621049463748932,0.11193317174911499,0.053716983646154404,3.5241692066192627,0.02470155991613865,0.1373138129711151,0.15614686906337738,0.8003158569335938,0.0,1.0,0.0
MT0000060906,74.89809782608695,1.0004920959472656,0.48829221725463867,0.3950529992580414,0.007863350212574005,0.019904545029002067,152.0,0.6486486196517944,0.20000004768371582,157.0,0.1756756752729416,0.0,0.2708333448196456,1.355352520942688,0.0001597683731233701,0.0003056364366784692,0.003942570183426142,9.271957397460938,0.0,0.0,0.0,0.0,0.0,-110.34109497070312,165.69195556640625,-57.660213470458984,75.78441619873047,-16.985525131225586,2717.2919921875,850.4841918945312,23.804794311523438,0.1648133546113968,0.0699731707572937,3.5773654091327067,0.6047390760872339,0.5880548160997188,0.08489356935024261,0.02800184115767479,0.08383891731500626,0.15683405101299286,0.03814294561743736,0.11477958410978317,0.05002882704138756,0.0916162058711052,0.06182537227869034,0.055679213255643845,0.20479023456573486,0.029569074511528015,3.334801435470581,0.0512714758515358,0.20479023456573486,0.11008255928754807,0.8982697129249573,0.0,-0.8660254037844386,-0.5000000000000001
MT0000062500,105.46875,0.9274589419364929,0.5689570903778076,0.5775963664054871,0.09735259413719177,0.168547795310831,117.0,0.2083333283662796,0.523809552192688,83.0,0.2083333432674408,0.3333333730697632,1.0000000715255755,3.2437009811401367,6.411061622202396e-05,0.0001896106405183673,0.00206535286270082,8.390776634216309,0.0,0.0,0.0,0.0,0.0,-215.56044006347656,176.86972045898438,-43.347816467285156,23.700698852539062,21.69512939453125,1557.59716796875,631.7818603515625,26.07938003540039,0.23221533000469208,0.09260548651218414,3.527701689805765,0.5879026680530165,0.6042187855818497,0.03840711712837219,0.07367806881666183,0.06478811055421829,0.12879712879657745,0.118392713367939,0.17765508592128754,0.03105311095714569,0.05062969774007797,0.07227575033903122,0.04630906507372856,0.16981646418571472,0.028197571635246277,3.3339977264404297,0.05038462579250336,0.17765508592128754,0.13385072350502014,0.8337411880493164,1.0,-0.8660254037844386,-0.5000000000000001
MT0000066236,114.84375,0.9748072028160095,0.5064744353294373,0.38653483986854553,0.03232903406023979,0.08363808569295951,152.0,0.1599999964237213,0.47826087474823,172.0,0.14666666090488434,0.0,0.9166666511446234,3.2373576164245605,7.91030761320144e-05,0.0002018851664615795,0.002428483683615923,8.770544052124023,0.0,0.0,0.0,0.0,0.0,-131.86770629882812,212.2404022216797,-91.82518768310547,37.031837463378906,13.102956771850586,2077.251953125,403.5499267578125,22.80782699584961,0.20821066200733185,0.06751634925603867,3.5734910473186448,0.5729995195708296,0.5787726128534391,0.1122761070728302,0.08755932003259659,0.06440281867980957,0.04857112094759941,0.09020821005105972,0.05689459666609764,0.07342016696929932,0.07556098699569702,0.0792076364159584,0.11225450783967972,0.08568891137838364,0.11395568400621414,3.539949893951416,0.02066398411989212,0.11395568400621414,0.10046268254518509,0.6217639446258545,1.0,1.0,0.0
MT0000066421,79.50721153846153,1.0243922472000122,0.6194635629653931,0.7586203813552856,0.017922138795256615,0.02362464710378394,81.0,0.6578947305679321,0.2647058963775635,76.0,0.07894736528396606,0.2500000596046448,0.11999999637603756,2.1656837463378906,1.0272005965816788e-05,2.9486251150956377e-05,0.000538064050488174,8.645784378051758,0.0,0.0,0.0,0.0,0.0,-217.75314331054688,181.80014038085938,-49.775779724121094,34.66872024536133,4.636741638183594,1729.350830078125,375.1698303222656,25.2454833984375,0.1856711357831955,0.0868912860751152,3.5761497145471606,0.5794240182225572,0.5504690289735873,0.1289682537317276,0.028493408113718033,0.0985659807920456,0.04011019691824913,0.13418279588222504,0.08989543467760086,0.04768182337284088,0.16449080407619476,0.05729139596223831,0.11035221070051193,0.027369147166609764,0.07259848713874817,3.3859190940856934,0.043139271438121796,0.16449080407619476,0.12476908415555954,0.9488745927810669,0.0,-1.8369701987210297e-16,-1.0
MT0000074128,63.802083333333336,0.9501410126686096,0.6329455375671387,0.620022177696228,0.029200702905654907,0.04709622325793872,96.0,0.25531914830207825,0.692307710647583,103.0,0.042553190141916275,0.3333333730697632,0.1666666618030932,2.8678243160247803,4.040149633510737e-06,1.4088553143665195e-05,0.00026188354240730405,7.868924140930176,0.0,0.0,0.0,0.0,0.0,-302.9676208496094,149.2488250732422,-3.8413546085357666,60.230369567871094,-13.327600479125977,1953.5150146484375,674.40087890625,24.69489288330078,0.1269628256559372,0.09617388248443604,3.5752589800672965,0.6119246979923623,0.5812899223174903,0.13119088113307953,0.021089700981974602,0.07386606186628342,0.07926580309867859,0.09541250020265579,0.17593687772750854,0.026737399399280548,0.12805451452732086,0.1409456878900528,0.02759861759841442,0.06888977438211441,0.031012216582894325,3.315908908843994,0.04963773116469383,0.17593687772750854,0.1201685294508934,0.8172670602798462,1.0,0.5000000000000001,0.8660254037844386
MT0000080053,139.6748310810811,1.0160704851150513,0.9646764993667603,0.42956915497779846,0.013252832926809788,0.03085145377231458,140.0,0.5909090638160706,0.33898305892944336,148.0,0.04545454680919647,0.0,0.07692308274246558,1.8065409660339355,0.00014506671868730336,0.00028061564080417156,0.002850600052624941,9.148713111877441,0.0,0.0,0.0,0.0,0.0,-219.9937744140625,221.86256408691406,-32.00699234008789,-9.218794822692871,24.069032669067383,1100.1241455078125,372.5731201171875,25.49439811706543,0.19333724677562714,0.10201683640480042,3.5653022503771146,0.5932013225689019,0.545312371214736,0.1483181118965149,0.03109138458967209,0.09999930113554001,0.050732191652059555,0.10933194309473038,0.05394894629716873,0.04701593890786171,0.1911245584487915,0.050393227487802505,0.08760090172290802,0.04876035824418068,0.08168310672044754,3.387115955352783,0.04570866376161575,0.1911245584487915,0.14288729429244995,0.9060360789299011,0.0,-1.8369701987210297e-16,-1.0
